"state","year","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep","real_dem","real_rep","candidate","logp","id","row_id","Abbrev","week"
"Iowa","2020","2020-11-03","2020-10-17","2020-10-31",2020-10-24,"SurveyMonkey",1484,50,48,44.9,53.1,"R",-0.100975917340002,2373,6495,"IA",2
"Iowa","2020","2020-11-03","2020-10-17","2020-10-31",2020-10-24,"SurveyMonkey",1484,49,50,44.9,53.1,"R",-0.0601539228197472,2374,6496,"IA",2
"Iowa","2020","2020-11-03","2020-10-30","2020-10-30",2020-10-30,"Opinion Savvy/InsiderAdvantage",400,46.1,47.8,44.9,53.1,"R",-0.105151288750483,2375,6497,"IA",1
"Iowa","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",1490,50,48,44.9,53.1,"R",-0.100975917340002,2376,6498,"IA",2
"Iowa","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",1490,49,50,44.9,53.1,"R",-0.0601539228197472,2377,6499,"IA",2
"Iowa","2020","2020-11-03","2020-10-26","2020-10-29",2020-10-27,"Selzer & Co.",814,41,48,44.9,53.1,"R",-0.100975917340002,2378,6500,"IA",2
"Iowa","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",1500,50,48,44.9,53.1,"R",-0.100975917340002,2379,6501,"IA",2
"Iowa","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",1500,49,50,44.9,53.1,"R",-0.0601539228197472,2380,6502,"IA",2
"Iowa","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",3005,50,48,44.9,53.1,"R",-0.100975917340002,2381,6503,"IA",3
"Iowa","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",3005,49,50,44.9,53.1,"R",-0.0601539228197472,2382,6504,"IA",3
"Iowa","2020","2020-11-03","2020-10-23","2020-10-27",2020-10-25,"Quinnipiac University",1225,46,47,44.9,53.1,"R",-0.122029326537835,2383,6505,"IA",2
"Iowa","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",2918,50,48,44.9,53.1,"R",-0.100975917340002,2384,6506,"IA",4
"Iowa","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",2918,49,49,44.9,53.1,"R",-0.0803566301372666,2385,6507,"IA",4
"Iowa","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",2768,50,48,44.9,53.1,"R",-0.100975917340002,2386,6508,"IA",4
"Iowa","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",2768,49,49,44.9,53.1,"R",-0.0803566301372666,2387,6509,"IA",4
"Iowa","2020","2020-11-03","2020-10-21","2020-10-24",2020-10-22,"RABA Research",693,50,46,44.9,53.1,"R",-0.143535531758798,2388,6510,"IA",2
"Iowa","2020","2020-11-03","2020-09-26","2020-10-24",2020-10-10,"SurveyMonkey",2760,50,48,44.9,53.1,"R",-0.100975917340002,2389,6511,"IA",4
"Iowa","2020","2020-11-03","2020-09-26","2020-10-24",2020-10-10,"SurveyMonkey",2760,49,49,44.9,53.1,"R",-0.0803566301372666,2390,6512,"IA",4
"Iowa","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",2738,49,49,44.9,53.1,"R",-0.0803566301372666,2391,6513,"IA",4
"Iowa","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",2738,49,50,44.9,53.1,"R",-0.0601539228197472,2392,6514,"IA",4
"Iowa","2020","2020-11-03","2020-09-25","2020-10-22",2020-10-08,"SurveyMonkey",2706,49,49,44.9,53.1,"R",-0.0803566301372666,2393,6515,"IA",4
"Iowa","2020","2020-11-03","2020-09-25","2020-10-22",2020-10-08,"SurveyMonkey",2706,49,49,44.9,53.1,"R",-0.0803566301372666,2394,6516,"IA",4
"Iowa","2020","2020-11-03","2020-10-19","2020-10-21",2020-10-20,"Emerson College",435,48.1,48,44.9,53.1,"R",-0.100975917340002,2395,6517,"IA",3
"Iowa","2020","2020-11-03","2020-10-15","2020-10-21",2020-10-18,"RMG Research",800,47,47,44.9,53.1,"R",-0.122029326537835,2396,6518,"IA",3
"Iowa","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",2654,49,49,44.9,53.1,"R",-0.0803566301372666,2397,6519,"IA",4
"Iowa","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",2654,49,50,44.9,53.1,"R",-0.0601539228197472,2398,6520,"IA",4
"Iowa","2020","2020-11-03","2020-10-18","2020-10-20",2020-10-19,"Siena College/The New York Times Upshot",753,46,43,44.9,53.1,"R",-0.210976812554331,2399,6521,"IA",3
"Iowa","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",2581,49,49,44.9,53.1,"R",-0.0803566301372666,2400,6522,"IA",5
"Iowa","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",2581,49,50,44.9,53.1,"R",-0.0601539228197472,2401,6523,"IA",5
"Iowa","2020","2020-11-03","2020-10-18","2020-10-19",2020-10-18,"Opinion Savvy/InsiderAdvantage",400,45.1,44.6,44.9,53.1,"R",-0.174443069221875,2402,6524,"IA",3
"Iowa","2020","2020-11-03","2020-10-15","2020-10-19",2020-10-17,"Monmouth University",501,47,48,44.9,53.1,"R",-0.100975917340002,2403,6525,"IA",3
"Iowa","2020","2020-11-03","2020-10-15","2020-10-19",2020-10-17,"Monmouth University",501,50,47,44.9,53.1,"R",-0.122029326537835,2404,6526,"IA",3
"Iowa","2020","2020-11-03","2020-10-15","2020-10-19",2020-10-17,"Monmouth University",501,51,46,44.9,53.1,"R",-0.143535531758798,2405,6527,"IA",3
"Iowa","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2539,49,49,44.9,53.1,"R",-0.0803566301372666,2406,6528,"IA",5
"Iowa","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2539,49,49,44.9,53.1,"R",-0.0803566301372666,2407,6529,"IA",5
"Iowa","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",2460,49,49,44.9,53.1,"R",-0.0803566301372666,2408,6530,"IA",5
"Iowa","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",2460,51,48,44.9,53.1,"R",-0.100975917340002,2409,6531,"IA",5
"Iowa","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",2383,48,50,44.9,53.1,"R",-0.0601539228197472,2410,6532,"IA",5
"Iowa","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",2383,50,49,44.9,53.1,"R",-0.0803566301372666,2411,6533,"IA",5
"Iowa","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",2358,48,50,44.9,53.1,"R",-0.0601539228197472,2412,6534,"IA",5
"Iowa","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",2358,50,49,44.9,53.1,"R",-0.0803566301372666,2413,6535,"IA",5
"Iowa","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",2278,48,49,44.9,53.1,"R",-0.0803566301372666,2414,6536,"IA",5
"Iowa","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",2278,50,49,44.9,53.1,"R",-0.0803566301372666,2415,6537,"IA",5
"Iowa","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",2138,48,50,44.9,53.1,"R",-0.0601539228197472,2416,6538,"IA",5
"Iowa","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",2138,49,49,44.9,53.1,"R",-0.0803566301372666,2417,6539,"IA",5
"Iowa","2020","2020-11-03","2020-10-10","2020-10-13",2020-10-11,"David Binder Research",200,44,50,44.9,53.1,"R",-0.0601539228197472,2418,6540,"IA",4
"Iowa","2020","2020-11-03","2020-10-08","2020-10-11",2020-10-09,"Data for Progress",822,47,48,44.9,53.1,"R",-0.100975917340002,2419,6541,"IA",4
"Iowa","2020","2020-11-03","2020-10-06","2020-10-09",2020-10-07,"YouGov",1035,49,49,44.9,53.1,"R",-0.0803566301372666,2420,6542,"IA",4
"Iowa","2020","2020-11-03","2020-10-05","2020-10-08",2020-10-06,"National Research Inc.",800,47,45,44.9,53.1,"R",-0.165514438477573,2421,6543,"IA",5
"Iowa","2020","2020-11-03","2020-10-03","2020-10-06",2020-10-04,"Civiqs",756,48,47,44.9,53.1,"R",-0.122029326537835,2422,6544,"IA",5
"Iowa","2020","2020-11-03","2020-10-01","2020-10-05",2020-10-03,"Quinnipiac University",1205,50,45,44.9,53.1,"R",-0.165514438477573,2423,6545,"IA",5
"Kansas","2020","2020-11-03","2020-10-27","2020-11-01",2020-10-29,"Data for Progress",1121,41,55,41.6,56.2,"R",-0.0215835716671745,2424,6546,"KS",1
"Kansas","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",2159,45,53,41.6,56.2,"R",-0.0586248433475236,2425,6547,"KS",2
"Kansas","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",2159,44,54,41.6,56.2,"R",-0.0399327103353711,2426,6548,"KS",2
"Kansas","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",2384,44,53,41.6,56.2,"R",-0.0586248433475236,2427,6549,"KS",2
"Kansas","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",2384,44,54,41.6,56.2,"R",-0.0399327103353711,2428,6550,"KS",2
"Kansas","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",2603,44,53,41.6,56.2,"R",-0.0586248433475236,2429,6551,"KS",2
"Kansas","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",2603,44,54,41.6,56.2,"R",-0.0399327103353711,2430,6552,"KS",2
"Kansas","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",2569,44,53,41.6,56.2,"R",-0.0586248433475236,2431,6553,"KS",2
"Kansas","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",2569,43,55,41.6,56.2,"R",-0.0215835716671745,2432,6554,"KS",2
"Kansas","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",3442,47,51,41.6,56.2,"R",-0.0970911241753197,2433,6555,"KS",3
"Kansas","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",3442,47,51,41.6,56.2,"R",-0.0970911241753197,2434,6556,"KS",3
"Kansas","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",3359,47,50,41.6,56.2,"R",-0.116893751471499,2435,6557,"KS",4
"Kansas","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",3359,47,51,41.6,56.2,"R",-0.0970911241753197,2436,6558,"KS",4
"Kansas","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",3143,48,50,41.6,56.2,"R",-0.116893751471499,2437,6559,"KS",4
"Kansas","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",3143,47,51,41.6,56.2,"R",-0.0970911241753197,2438,6560,"KS",4
"Kansas","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",3126,47,51,41.6,56.2,"R",-0.0970911241753197,2439,6561,"KS",4
"Kansas","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",3126,47,52,41.6,56.2,"R",-0.0776730383182181,2440,6562,"KS",4
"Kansas","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",3097,47,51,41.6,56.2,"R",-0.0970911241753197,2441,6563,"KS",4
"Kansas","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",3097,47,52,41.6,56.2,"R",-0.0776730383182181,2442,6564,"KS",4
"Kansas","2020","2020-11-03","2020-09-25","2020-10-22",2020-10-08,"SurveyMonkey",3041,47,51,41.6,56.2,"R",-0.0970911241753197,2443,6565,"KS",4
"Kansas","2020","2020-11-03","2020-09-25","2020-10-22",2020-10-08,"SurveyMonkey",3041,47,51,41.6,56.2,"R",-0.0970911241753197,2444,6566,"KS",4
"Kansas","2020","2020-11-03","2020-09-23","2020-10-21",2020-10-07,"SurveyMonkey",2922,47,51,41.6,56.2,"R",-0.0970911241753197,2445,6567,"KS",4
"Kansas","2020","2020-11-03","2020-09-23","2020-10-21",2020-10-07,"SurveyMonkey",2922,47,51,41.6,56.2,"R",-0.0970911241753197,2446,6568,"KS",4
"Kansas","2020","2020-11-03","2020-10-19","2020-10-20",2020-10-19,"Public Policy Polling",897,42,54,41.6,56.2,"R",-0.0399327103353711,2447,6569,"KS",3
"Kansas","2020","2020-11-03","2020-10-18","2020-10-20",2020-10-19,"co/efficient",2453,39,56,41.6,56.2,"R",-0.00356506616449626,2448,6570,"KS",3
"Kansas","2020","2020-11-03","2020-10-18","2020-10-20",2020-10-19,"Siena College/The New York Times Upshot",755,41,48,41.6,56.2,"R",-0.157715745991755,2449,6571,"KS",3
"Kansas","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",2825,47,51,41.6,56.2,"R",-0.0970911241753197,2450,6572,"KS",5
"Kansas","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",2825,47,51,41.6,56.2,"R",-0.0970911241753197,2451,6573,"KS",5
"Kansas","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2718,48,50,41.6,56.2,"R",-0.116893751471499,2452,6574,"KS",5
"Kansas","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2718,48,51,41.6,56.2,"R",-0.0970911241753197,2453,6575,"KS",5
"Kansas","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",2581,48,51,41.6,56.2,"R",-0.0970911241753197,2454,6576,"KS",5
"Kansas","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",2581,47,51,41.6,56.2,"R",-0.0970911241753197,2455,6577,"KS",5
"Kansas","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",2348,48,51,41.6,56.2,"R",-0.0970911241753197,2456,6578,"KS",5
"Kansas","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",2348,47,52,41.6,56.2,"R",-0.0776730383182181,2457,6579,"KS",5
"Kansas","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",2071,47,52,41.6,56.2,"R",-0.0776730383182181,2458,6580,"KS",5
"Kansas","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",2071,46,53,41.6,56.2,"R",-0.0586248433475236,2459,6581,"KS",5
"Kansas","2020","2020-11-03","2020-09-17","2020-10-15",2020-10-01,"SurveyMonkey",1972,46,53,41.6,56.2,"R",-0.0586248433475236,2460,6582,"KS",5
"Kansas","2020","2020-11-03","2020-09-17","2020-10-15",2020-10-01,"SurveyMonkey",1972,46,53,41.6,56.2,"R",-0.0586248433475236,2461,6583,"KS",5
"Kansas","2020","2020-11-03","2020-09-16","2020-10-14",2020-09-30,"SurveyMonkey",1838,45,54,41.6,56.2,"R",-0.0399327103353711,2462,6584,"KS",5
"Kansas","2020","2020-11-03","2020-09-16","2020-10-14",2020-09-30,"SurveyMonkey",1838,45,54,41.6,56.2,"R",-0.0399327103353711,2463,6585,"KS",5
"Kentucky","2020","2020-11-03","2020-10-23","2020-11-01",2020-10-27,"Swayable",383,41.5,55,36.2,62.1,"R",-0.121412803706962,2464,6586,"KY",2
"Kentucky","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",1759,40,58,36.2,62.1,"R",-0.0683029783930138,2465,6587,"KY",2
"Kentucky","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",1759,40,59,36.2,62.1,"R",-0.0512085450337136,2466,6588,"KY",2
"Kentucky","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",1976,40,58,36.2,62.1,"R",-0.0683029783930138,2467,6589,"KY",2
"Kentucky","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",1976,40,59,36.2,62.1,"R",-0.0512085450337136,2468,6590,"KY",2
"Kentucky","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",1982,41,58,36.2,62.1,"R",-0.0683029783930138,2469,6591,"KY",2
"Kentucky","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",1982,40,59,36.2,62.1,"R",-0.0512085450337136,2470,6592,"KY",2
"Kentucky","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",2020,40,58,36.2,62.1,"R",-0.0683029783930138,2471,6593,"KY",2
"Kentucky","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",2020,40,59,36.2,62.1,"R",-0.0512085450337136,2472,6594,"KY",2
"Kentucky","2020","2020-11-03","2020-10-16","2020-10-28",2020-10-22,"Bluegrass Community and Technical College",250,38.8,52,36.2,62.1,"R",-0.177502270358006,2473,6595,"KY",2
"Kentucky","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",3621,43,55,36.2,62.1,"R",-0.121412803706962,2474,6596,"KY",3
"Kentucky","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",3621,42,56,36.2,62.1,"R",-0.103394298204284,2475,6597,"KY",3
"Kentucky","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",3478,42,56,36.2,62.1,"R",-0.103394298204284,2476,6598,"KY",4
"Kentucky","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",3478,42,56,36.2,62.1,"R",-0.103394298204284,2477,6599,"KY",4
"Kentucky","2020","2020-11-03","2020-09-27","2020-10-25",2020-10-11,"SurveyMonkey",3381,42,56,36.2,62.1,"R",-0.103394298204284,2478,6600,"KY",4
"Kentucky","2020","2020-11-03","2020-09-27","2020-10-25",2020-10-11,"SurveyMonkey",3381,42,57,36.2,62.1,"R",-0.085694721104883,2479,6601,"KY",4
"Kentucky","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",3331,42,56,36.2,62.1,"R",-0.103394298204284,2480,6602,"KY",4
"Kentucky","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",3331,42,57,36.2,62.1,"R",-0.085694721104883,2481,6603,"KY",4
"Kentucky","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",3300,42,56,36.2,62.1,"R",-0.103394298204284,2482,6604,"KY",4
"Kentucky","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",3300,42,57,36.2,62.1,"R",-0.085694721104883,2483,6605,"KY",4
"Kentucky","2020","2020-11-03","2020-09-25","2020-10-22",2020-10-08,"SurveyMonkey",3252,42,56,36.2,62.1,"R",-0.103394298204284,2484,6606,"KY",4
"Kentucky","2020","2020-11-03","2020-09-25","2020-10-22",2020-10-08,"SurveyMonkey",3252,42,57,36.2,62.1,"R",-0.085694721104883,2485,6607,"KY",4
"Kentucky","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",3136,41,57,36.2,62.1,"R",-0.085694721104883,2486,6608,"KY",4
"Kentucky","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",3136,42,57,36.2,62.1,"R",-0.085694721104883,2487,6609,"KY",4
"Kentucky","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",3023,41,57,36.2,62.1,"R",-0.085694721104883,2488,6610,"KY",5
"Kentucky","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",3023,41,57,36.2,62.1,"R",-0.085694721104883,2489,6611,"KY",5
"Kentucky","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2908,41,57,36.2,62.1,"R",-0.085694721104883,2490,6612,"KY",5
"Kentucky","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2908,42,57,36.2,62.1,"R",-0.085694721104883,2491,6613,"KY",5
"Kentucky","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",2788,41,57,36.2,62.1,"R",-0.085694721104883,2492,6614,"KY",5
"Kentucky","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",2788,42,57,36.2,62.1,"R",-0.085694721104883,2493,6615,"KY",5
"Kentucky","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",2719,41,57,36.2,62.1,"R",-0.085694721104883,2494,6616,"KY",5
"Kentucky","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",2719,42,57,36.2,62.1,"R",-0.085694721104883,2495,6617,"KY",5
"Kentucky","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",2653,40,58,36.2,62.1,"R",-0.0683029783930138,2496,6618,"KY",5
"Kentucky","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",2653,41,57,36.2,62.1,"R",-0.085694721104883,2497,6619,"KY",5
"Kentucky","2020","2020-11-03","2020-10-12","2020-10-15",2020-10-13,"Mason-Dixon Polling & Strategy",625,39,56,36.2,62.1,"R",-0.103394298204284,2498,6620,"KY",4
"Kentucky","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",2525,40,58,36.2,62.1,"R",-0.0683029783930138,2499,6621,"KY",5
"Kentucky","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",2525,41,58,36.2,62.1,"R",-0.0683029783930138,2500,6622,"KY",5
"Kentucky","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",2352,40,58,36.2,62.1,"R",-0.0683029783930138,2501,6623,"KY",5
"Kentucky","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",2352,41,58,36.2,62.1,"R",-0.0683029783930138,2502,6624,"KY",5
"Louisiana","2020","2020-11-03","2020-10-23","2020-11-01",2020-10-27,"Swayable",378,39.1,56.6,39.9,58.5,"R",-0.0330177690286736,2503,6625,"LA",2
"Louisiana","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",1388,39,58,39.9,58.5,"R",-0.00858374369139144,2504,6626,"LA",2
"Louisiana","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",1388,35,62,39.9,58.5,"R",0.0581076308072808,2505,6627,"LA",2
"Louisiana","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",1533,39,58,39.9,58.5,"R",-0.00858374369139144,2506,6628,"LA",2
"Louisiana","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",1533,36,62,39.9,58.5,"R",0.0581076308072808,2507,6629,"LA",2
"Louisiana","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",1526,39,58,39.9,58.5,"R",-0.00858374369139144,2508,6630,"LA",2
"Louisiana","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",1526,36,62,39.9,58.5,"R",0.0581076308072808,2509,6631,"LA",2
"Louisiana","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",1512,40,57,39.9,58.5,"R",-0.0259754864032607,2510,6632,"LA",2
"Louisiana","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",1512,36,61,39.9,58.5,"R",0.0418471099355005,2511,6633,"LA",2
"Louisiana","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",2633,41,55,39.9,58.5,"R",-0.0616935690053399,2512,6634,"LA",3
"Louisiana","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",2633,38,60,39.9,58.5,"R",0.0253178079842898,2513,6635,"LA",3
"Louisiana","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",2569,42,55,39.9,58.5,"R",-0.0616935690053399,2514,6636,"LA",4
"Louisiana","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",2569,38,59,39.9,58.5,"R",0.00851068966790861,2515,6637,"LA",4
"Louisiana","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",2573,42,54,39.9,58.5,"R",-0.0800427076735364,2516,6638,"LA",4
"Louisiana","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",2573,38,59,39.9,58.5,"R",0.00851068966790861,2517,6639,"LA",4
"Louisiana","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",2553,42,55,39.9,58.5,"R",-0.0616935690053399,2518,6640,"LA",4
"Louisiana","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",2553,38,59,39.9,58.5,"R",0.00851068966790861,2519,6641,"LA",4
"Louisiana","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",2548,42,55,39.9,58.5,"R",-0.0616935690053399,2520,6642,"LA",4
"Louisiana","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",2548,38,59,39.9,58.5,"R",0.00851068966790861,2521,6643,"LA",4
"Louisiana","2020","2020-11-03","2020-10-22","2020-10-22",2020-10-22,"University of New Orleans",755,35.9,58.8,39.9,58.5,"R",0.00511510066677041,2522,6644,"LA",2
"Louisiana","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",2534,43,54,39.9,58.5,"R",-0.0800427076735364,2523,6645,"LA",4
"Louisiana","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",2534,39,59,39.9,58.5,"R",0.00851068966790861,2524,6646,"LA",4
"Louisiana","2020","2020-11-03","2020-09-23","2020-10-21",2020-10-07,"SurveyMonkey",2547,43,54,39.9,58.5,"R",-0.0800427076735364,2525,6647,"LA",4
"Louisiana","2020","2020-11-03","2020-09-23","2020-10-21",2020-10-07,"SurveyMonkey",2547,39,59,39.9,58.5,"R",0.00851068966790861,2526,6648,"LA",4
"Louisiana","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",2517,43,54,39.9,58.5,"R",-0.0800427076735364,2527,6649,"LA",5
"Louisiana","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",2517,39,59,39.9,58.5,"R",0.00851068966790861,2528,6650,"LA",5
"Louisiana","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2466,44,53,39.9,58.5,"R",-0.098734840685689,2529,6651,"LA",5
"Louisiana","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",2466,40,58,39.9,58.5,"R",-0.00858374369139144,2530,6652,"LA",5
"Louisiana","2020","2020-11-03","2020-09-20","2020-10-18",2020-10-04,"SurveyMonkey",2445,44,53,39.9,58.5,"R",-0.098734840685689,2531,6653,"LA",5
